
Oklahoma,119.657,108.151,0.761817,11-10,11,21,54.2,50.1,34.4,32.7,14.5,15.2,34.4,31.1,66.5492,55.7,50,34.9,33.5,0,0,51.3,48.9,44.7,38.5,66.5492,,,,2026,,,,-2.24069,74,
Queens,114.375,118.27,0.404894,12-10,12,22,55.8,54.9,33.3,39.5,15.6,14.5,32.3,33.5,68.6861,58.7,54.4,35.1,37.1,0,0,56,51.9,48.6,40.9,68.6861,,,,2026,,,,-4.71541,75.5,
"Southern Illinois",104.248,102.599,0.545694,9-12,9,21,50.2,49.4,35.5,34.9,17.7,17.9,30.8,28.4,69.4689,53.1,51.4,28.4,31,0,0,49.3,54.1,28.1,40.5,69.4689,,,,2026,,,,-6.65021,66.1,
"San Diego St.",114.121,97.5954,0.858022,14-5,14,19,53.4,48.5,36.8,36.7,18.1,20.7,30,30.5,68.2648,52,46.9,37.4,33.5,0,0,56.6,58.6,33.1,48.3,68.2648,,,,2026,,,,1.11302,75.1,
"Nebraska Omaha",105.239,112.025,0.327688,10-12,10,22,51.9,52.9,35.8,34.7,17.6,15.3,26.3,29.6,66.7644,53,55.9,33.6,32.9,0,0,48.6,56.6,40.8,45.5,66.7644,,,,2026,,,,-8.4438,70.8,
"East Texas A&M",100.003,109.723,0.256025,8-13,8,21,48.5,53.4,30.8,35,20.3,17.8,26.1,34,68.8668,49.7,51.7,31.4,37.5,0,0,62.4,57.3,45.5,38.5,68.8668,,,,2026,,,,-7.87978,67.3,
DePaul,108.343,100.959,0.692481,12-8,12,20,51.2,48,41.4,37.1,17.6,18.6,29.4,31.2,67.1666,51.3,46,33.9,34.7,0,0,63.9,57.2,39.6,33.2,67.1666,,,,2026,,,,-1.74645,70.1,
"UT Rio Grande Valley",105.866,105.258,0.516556,10-11,10,21,52.4,48.2,26.6,38.6,18.5,17.4,26.8,32,66.3604,51.8,49.1,35.5,31.4,0,0,59.8,61.5,42.2,40.4,66.3604,,,,2026,,,,-6.57945,72.2,
"Chicago St.",96.6857,119.453,0.0807849,2-19,2,21,43.7,57.6,29.3,38.6,17,19.7,28.5,37.1,66.3297,41.9,62.7,32,35.5,0,0,45,73.4,28.9,53.5,66.3297,,,,2026,,,,-13.0912,76,
"South Dakota",108.203,118.126,0.267176,11-11,11,22,50.6,56.7,43.9,32.3,18.1,16.4,32.1,32.2,70.547,49.9,59.5,34.6,33.7,0,0,43.4,46.8,33.9,31.3,70.547,,,,2026,,,,-7.18773,75.3,
"Montana St.",111.153,107.955,0.583134,13-8,13,21,53.4,50.9,29.9,33,15.4,15.7,28.4,29.9,65.5687,54,51,35.1,33.9,0,0,38.8,44.3,44.8,35.3,65.5687,,,,2026,,,,-3.87711,75.2,
"Oklahoma St.",116.789,106.21,0.748751,14-6,14,20,53.6,52,39.3,31.7,16.9,17.4,31.2,29.3,72.5679,54.3,52.2,34.8,34.5,0,0,51.6,60.3,35.6,45.6,72.5679,,,,2026,,,,0.435782,75.4,
Wagner,106.46,121.417,0.180671,6-12,6,18,51.8,51.1,30.3,46.1,19.2,14.6,32.7,32.7,65.3103,47.7,49,39.5,36.5,0,0,50.9,58,35.2,37.3,65.3103,,,,2026,,,,-9.28504,69.1,
"Bethune Cookman",105.481,110.895,0.359946,9-11,9,20,49.9,52.1,37.1,39.5,18.2,15.8,28,32.9,68.1228,49.5,52.3,33.9,34.6,0,0,51.3,53.4,31.8,34.6,68.1228,,,,2026,,,,-4.85413,70.9,
Wofford,109.631,115.169,0.361987,14-7,14,21,51.7,53.6,37.9,34.6,14.2,15.6,31.4,30.6,67.6233,50.4,52.7,35.6,36.8,0,0,52.3,50,42.7,37.1,67.6233,,,,2026,,,,-3.77576,72.6,
"Cal Poly",104.829,114.583,0.26442,7-14,7,21,50.2,55.2,38.6,36.1,21.2,15.8,29.6,28.8,73.7631,50.7,57.3,33.2,34.9,0,0,46.8,54.7,53.4,42.7,73.7631,,,,2026,,,,-9.18357,74.8,
Towson,101.265,104.509,0.41031,12-10,12,22,45.2,51.2,29.2,30.7,17,16.9,37.5,26.7,63.0495,48.1,55,26.8,30.7,0,0,38,46.2,36.5,42,63.0495,,,,2026,,,,-5.10414,69.1,
"Delaware St.",88.1794,111.826,0.0611058,5-15,5,20,41.7,54.6,31.6,39.2,19.4,20.4,26,30.7,66.9137,41.1,55.7,28.9,35.3,0,0,46.4,58.1,29.2,39.1,66.9137,,,,2026,,,,-12.2415,68.4,
"Norfolk St.",99.3228,114.724,0.160059,10-13,10,23,48,50.9,43.9,43.5,19,18,31.5,32.3,67.5584,46.8,55.3,33.9,30.1,0,0,47.2,60.4,30.5,43,67.5584,,,,2026,,,,-9.68106,65.5,
Vermont,109.753,114.446,0.381889,13-8,13,21,53.4,51.6,29.5,37.1,14.4,14,26.4,23.5,64.1165,55.5,50.8,33.8,35.2,0,0,46.9,52.2,43.7,42.5,64.1165,,,,2026,,,,-5.52386,75.4,
Liberty,116.968,108.764,0.697672,17-3,17,20,59.7,50.7,30.1,25.7,13.6,18.3,20.2,33.1,63.3453,59.6,48.5,39.9,36.2,0,0,60.5,47.3,46.4,38.1,63.3453,,,,2026,,,,0.371592,69.8,
"UNC Wilmington",109.513,108.135,0.53634,18-3,18,21,50.4,47.2,45.3,27.5,15.6,15.3,36.3,26.9,64.1103,49.9,49.9,34.1,29.2,0,0,51.2,49.3,37.4,44,64.1103,,,,2026,,,,-0.786828,70.4,
"Le Moyne",105.476,113.269,0.305812,11-10,11,21,53.3,49.8,40.4,33.8,19,15.5,27.6,32.4,68.079,52.5,46.1,36.3,37,0,0,55.2,55.8,41.5,38.8,68.079,,,,2026,,,,-6.96547,72.6,
Presbyterian,103.367,113.082,0.262503,11-11,11,22,50.1,51.5,39.4,37.2,19.1,15.9,33.6,30,63.6126,51.7,50,30.9,36,0,0,49.6,50.3,29.8,37,63.6126,,,,2026,,,,-7.98445,66.7,
Michigan,127.028,90.1569,0.980976,19-1,19,20,59,43.5,41.7,26,17,17.1,35.6,27.7,72.6225,64.5,41.8,34.5,30.4,0,0,60.1,42.2,43.3,43.1,72.6225,,,,2026,,,,7.45076,72.3,
Bellarmine,111.425,126.687,0.186003,8-13,8,21,57.6,59.8,37.5,33.7,16.1,15.2,21.3,35,64.5959,60.7,60,35.4,39.7,0,0,52.6,59.7,40.9,51.7,64.5959,,,,2026,,,,-9.00018,76.8,
"East Carolina",98.6159,109.96,0.222323,6-15,6,21,44.4,52.6,39,35.2,17.7,16.9,32.4,31.4,68.7756,46.1,51.5,27.1,36.1,0,0,47.3,54.4,31,40.1,68.7756,,,,2026,,,,-10.3997,69.1,
Northwestern,118.206,105.175,0.793019,9-11,9,20,51.8,48.6,38.4,37.1,12.5,16.3,29.2,33.5,65.618,54.6,50.3,31,30.6,0,0,66.2,60.2,34.3,39.2,65.618,,,,2026,,,,-3.04408,74.5,
"Eastern Illinois",95.3656,107.991,0.193124,9-12,9,21,44.8,49.9,33,36.8,19.7,19.2,27.2,36.4,65.1505,44.2,54.3,30.8,29,0,0,49.4,57.2,31.2,41,65.1505,,,,2026,,,,-7.83593,76.7,
Buffalo,114.403,115.052,0.483731,14-7,14,21,56.2,53.7,43,31.4,15.5,18,27.8,32,66.0641,54.5,56,38.8,33.8,0,0,54.4,58.7,45.1,44.1,66.0641,,,,2026,,,,-4.16887,74,
"Northern Kentucky",109.805,110.474,0.482564,14-8,14,22,53.7,54.5,34.7,38.4,17,19.3,32.6,32.7,69.6714,56.2,54.2,33.6,36.7,0,0,53.7,52.9,43,39.7,69.6714,,,,2026,,,,-4.94404,74.8,
Valparaiso,106.618,104.985,0.544252,10-10,10,20,45.8,48.6,39.9,39.2,16,17.1,31.8,31.3,65.1781,44.7,50,31.9,30.7,0,0,47.2,48.6,37.6,36.2,65.1781,,,,2026,,,,-5.40363,72.3,
Mercyhurst,98.9827,109.713,0.23441,10-11,10,21,48.8,49.8,23.5,40.8,15.9,19.5,26.1,32.6,63.1748,49.3,49.5,31.8,33.6,0,0,55.7,53.8,30.9,34.8,63.1748,,,,2026,,,,-7.51739,70.1,
Elon,115.002,116.107,0.472529,12-9,12,21,55.1,54.3,33.7,34.5,16.1,16.4,34.2,34.5,67.0432,56.5,53.9,35.5,36.6,0,0,55.7,56.3,43.5,44.8,67.0432,,,,2026,,,,-5.56784,70.3,
"Appalachian St.",104.691,107.827,0.415939,13-9,13,22,50.1,47.3,34.6,33.8,15.5,14.4,31,29.6,62.1744,52.9,46.5,31.1,32.2,0,0,49.1,54.1,44.2,43.3,62.1744,,,,2026,,,,-6.02783,61.6,
"West Georgia",101.98,116.83,0.173163,10-11,10,21,48.9,55.7,29,35.1,17.1,15,31.7,30.7,68.0246,47.4,56.7,34.7,36,0,0,45.3,53.5,33.8,37.5,68.0246,,,,2026,,,,-7.13563,71.6,
"Cleveland St.",109.073,121.628,0.22218,7-14,7,21,53.1,54.9,42.4,33.7,19.2,14.4,28.4,39.2,68.8543,49.5,59.7,37.9,32.8,0,0,57.7,57.7,49.2,45.4,68.8543,,,,2026,,,,-10.1471,76.1,
"Mississippi St.",111.844,102.368,0.734609,11-10,11,21,50.3,48.4,32.5,31.2,16.1,13,32,29.1,68.3549,53.3,50.7,30.5,29.9,0,0,44.4,47.7,39.5,38.9,68.3549,,,,2026,,,,-1.93015,68.8,
"Utah Tech",108.878,112.177,0.415014,11-11,11,22,51.7,51.5,28.3,36.5,17.4,17.7,29,34,66.2778,53.8,54.7,32.2,29.9,0,0,53.5,47.8,38.1,33,66.2778,,,,2026,,,,-5.65538,72.3,
"St. John's",122.616,98.5631,0.924919,16-5,16,21,53.1,48.3,42.3,33,15.6,20.1,38.1,32.2,69.7033,52.7,47.3,35.8,33.5,0,0,55.5,47.1,34.6,34.3,69.7033,,,,2026,,,,2.6236,73.2,
"Long Beach St.",105.714,112.287,0.333216,8-13,8,21,50.5,54.5,29.5,41.6,17.5,17.7,26.9,28.2,67.273,51.9,55.1,32,35.7,0,0,49.2,55.2,36,35.8,67.273,,,,2026,,,,-8.31782,73.1,
Samford,105.877,117.639,0.229447,10-11,10,21,50.3,53.2,41.5,33.2,12.6,12.9,25.2,27.6,66.0875,51,50.9,33,38.2,0,0,57.4,47.2,46.2,35.3,66.0875,,,,2026,,,,-7.54135,67.6,
"Eastern Washington",109.248,113.501,0.391918,5-15,5,20,50.9,56.9,33.6,37.9,18.5,17.6,31,33,68.027,50.8,58.1,34.1,36.7,0,0,47.6,51.5,35.4,39.1,68.027,,,,2026,,,,-9.86353,74.4,
"Kansas St.",114.283,105.069,0.724461,10-11,10,21,54.3,50.8,27.1,35.1,16.8,17,32.1,32.5,71.4979,53.2,52.5,37.2,32,0,0,61,54,42.8,37.2,71.4979,,,,2026,,,,-3.04149,71.7,
Pepperdine,100.096,109.224,0.268235,6-16,6,22,46.3,53.2,34,26.1,19.5,16.9,27.9,33.9,66.3397,49.3,55.4,28,33.5,0,0,55.7,53.6,40.1,42.1,66.3397,,,,2026,,,,-10.2135,78.1,
Charleston,108.565,109.802,0.46747,13-8,13,21,51.2,50.5,44.8,28.7,16.5,14.2,30.8,30.7,67.7145,54.3,51.3,31,33,0,0,50.2,54.1,40.2,44.7,67.7145,,,,2026,,,,-4.22982,74.3,
"UC San Diego",112.611,106.708,0.650018,15-6,15,21,54.4,48.3,31.5,30.9,15.3,16.2,27.4,29,67.0749,56.8,47.7,34.3,32.8,0,0,53.6,54.6,44.3,43.5,67.0749,,,,2026,,,,-2.77232,69.9,
"Grambling St.",101.984,110.655,0.281226,8-10,8,18,50.6,52.8,49.7,41.8,22.4,21.2,29.7,35.4,67.5453,50.6,53.4,33.8,34.5,0,0,49.9,51.7,35.8,35.9,67.5453,,,,2026,,,,-6.75482,71.5,
"Texas Southern",103.228,117.178,0.188827,6-13,6,19,49.5,55.6,39.7,46.5,18.9,16.1,27.2,32,68.9465,49.4,58.2,33.2,34.8,0,0,43.8,57.1,33.6,43,68.9465,,,,2026,,,,-8.29839,71.3,
"Central Connecticut",106.987,120.482,0.203246,10-9,10,19,51.5,51.7,30.5,24.7,15.9,14.7,27.6,31.8,64.4806,49.2,50.7,37.2,35.3,0,0,51.3,55.2,34,40.7,64.4806,,,,2026,,,,-6.51964,74.5,
VMI,100.112,121.919,0.0939505,6-15,6,21,46.7,55.6,33.1,37.1,16.4,17.1,28,40,66.2897,47.6,56.2,30.6,36.5,0,0,48.1,60.5,53.4,42.8,66.2897,,,,2026,,,,-11.945,70.5,
Auburn,125.877,103.961,0.900237,14-7,14,21,53.5,52.1,48.2,33.3,14.8,17.2,38.3,31.2,67.2951,55.6,51.8,33.5,35,0,0,48,50.7,39.1,41.6,67.2951,,,,2026,,,,2.78151,74,
"New Orleans",112.009,115.159,0.420951,8-13,8,21,50.3,49.8,42,39.7,21.2,13.9,35.6,35.8,68.995,50.5,49.4,33.3,33.6,0,0,50.4,61.2,36,40.9,68.995,,,,2026,,,,-6.61266,75.1,
"Idaho St.",110.337,115.021,0.382692,10-11,10,21,53,52.2,39.2,36.7,17.7,16,33.4,30.9,63.7853,53.4,54.9,35.1,31.9,0,0,48.9,47.9,44.8,37.9,63.7853,,,,2026,,,,-6.59192,74.2,
Columbia,109.764,109.897,0.496521,13-6,13,19,54.4,50,32.2,33.1,19.5,14.3,36.6,27.3,67.2404,54.1,48.2,36.6,35.5,0,0,53.9,58.9,38,36.1,67.2404,,,,2026,,,,-2.60339,75.2,
"IU Indy",106.55,118.741,0.223424,6-17,6,23,51.6,58.4,21.6,45.9,15.8,19.9,29,37.8,73.8148,55,57.9,31.5,39.5,0,0,61.7,53.9,43.4,36.4,73.8148,,,,2026,,,,-12.7359,71.2,
"Western Carolina",108.078,117.846,0.269911,7-12,7,19,49.1,55.9,29.1,38.7,18.5,14.4,34.5,28.2,67.8792,49.5,54.8,32.4,38,0,0,45.3,51.7,39.2,46.4,67.8792,,,,2026,,,,-7.37775,68.4,
"Eastern Kentucky",108.979,118.573,0.274824,7-15,7,22,51.4,55.1,28.3,38.8,17.5,15,33.3,32.3,66.6728,50.8,57.1,34.6,34.6,0,0,50.7,52.2,50.3,38.7,66.6728,,,,2026,,,,-10.7965,71.9,
Penn,108.766,110.18,0.462951,9-9,9,18,50.3,51.8,36.8,29,16.1,15.9,31.4,31.1,69.0289,46.3,54.9,38.5,31.3,0,0,53.7,48.9,35.3,38.5,69.0289,,,,2026,,,,-5.38379,69.8,
"South Carolina St.",96.6419,120.538,0.0730374,5-16,5,21,46.2,55,39,52.9,20.7,16.9,30.9,39.4,68.3063,43.2,59.6,34.8,32.4,0,0,50.5,61,32.8,41.7,68.3063,,,,2026,,,,-11.7612,63.1,
Idaho,109.571,109.969,0.489572,12-8,12,20,51.8,51.5,38.9,38.9,15.9,16,28.9,27.5,66.25,52,51.2,34.4,34.6,0,0,46.4,46,49.9,36.5,66.25,,,,2026,,,,-4.8162,73.3,
"Stony Brook",105.947,110.147,0.390049,12-9,12,21,50.5,50.8,28.6,34.8,16.8,16.7,28.1,32.3,64.6297,48.2,49.2,35.6,35.5,0,0,55.1,55.1,45,39.4,64.6297,,,,2026,,,,-5.78871,69.8,
Evansville,99.2256,108.444,0.264707,5-16,5,21,48.3,53.3,34,36,20.2,16.3,23.8,29.5,67.7029,49.8,53.5,30.7,35.4,0,0,55.9,53.5,41.2,41.3,67.7029,,,,2026,,,,-10.9681,72,
"Saint Peter's",102.549,107.911,0.357549,11-7,11,18,44.7,48.1,37.2,48.1,17.7,20.7,36.7,33.6,65.6102,45.7,47.6,28.9,32.7,0,0,52.1,57.1,39.7,36.9,65.6102,,,,2026,,,,-4.24728,75.7,
Virginia,125.92,98.3279,0.945027,17-3,17,20,55.7,44.9,37,36.3,15.8,15.7,40.5,29.8,65.2574,56.4,44.4,36.6,30.4,0,0,60.1,49,46.2,37.5,65.2574,,,,2026,,,,3.81656,70.8,
UCF,120.391,105.124,0.82627,16-4,16,20,55.1,51.6,30.4,36,16.5,16.5,37,27,68.662,54,52.2,38,33.7,0,0,54.1,53.6,36.1,40.9,68.662,,,,2026,,,,3.17107,73.1,
Drexel,104.578,106.927,0.436499,10-11,10,21,50.7,47.3,30.6,37.1,18.6,16.9,32.6,31.2,63.3905,48.5,47.9,35.8,30.8,0,0,55.2,47.4,41.6,33.6,63.3905,,,,2026,,,,-8.1695,64.4,
"Charleston Southern",104.71,110.243,0.35612,11-11,11,22,53.2,46.5,30.2,44.7,17.4,12.6,29.1,29,71.2399,53.6,45.7,35.1,32,0,0,55.7,40.7,50.3,31.3,71.2399,,,,2026,,,,-8.06924,64.3,
"Northern Iowa",103.087,96.708,0.675816,13-9,13,22,50.5,46.1,27.1,32,14.6,17.7,20.8,26.4,61.7637,52.1,50.1,32.1,26.7,0,0,56.6,49.6,39.7,39.3,61.7637,,,,2026,,,,-4.10593,66.8,
"South Carolina",114.198,104.029,0.745092,11-9,11,20,53.2,48.9,36.3,32.3,14.9,14.4,28.3,30.3,65.7038,57.5,51.1,32.2,29.8,0,0,55.2,53.3,46.3,34.1,65.7038,,,,2026,,,,-2.40624,78.7,
Lamar,105.647,109.923,0.38788,11-10,11,21,49,51.3,28.8,46.4,18.2,18.2,35.5,29.5,65.0016,47.4,50.2,34.6,35.4,0,0,55.7,54.8,34.8,37.8,65.0016,,,,2026,,,,-6.32708,72.6,
Kentucky,117.181,101.028,0.846277,14-7,14,21,53.5,47.5,37.1,34.5,15.1,16.6,34,28.6,67.7296,55.2,48.6,33.9,30.6,0,0,58,57.8,40.3,40.3,67.7296,,,,2026,,,,1.74421,73.1,
Lafayette,101.983,116.296,0.180899,6-16,6,22,49,53.9,32.2,34,15.6,15.4,26.2,30.1,66.9722,47.3,52.5,34.4,37.5,0,0,54.6,59,39.6,37.7,66.9722,,,,2026,,,,-12.5761,69.1,
VCU,120.712,107.447,0.792276,15-6,15,21,54.9,49.9,44.2,35.4,15.6,17.8,33.8,30.3,68.6823,55,48.8,36.5,34.8,0,0,52.6,48.6,44.9,32,68.6823,,,,2026,,,,0.0958304,74.2,
Wisconsin,122.174,102.398,0.883988,14-6,14,20,53.9,50.1,36,33.9,13.7,14.7,30.3,25.6,69.5509,56.6,51.4,34.2,32.1,0,0,57.8,50.3,51,39.2,69.5509,,,,2026,,,,1.13326,77.4,
Alabama,130.069,101.986,0.942525,14-6,14,20,54.7,47.4,36.6,36.8,12.7,13.5,32.4,33.6,72.9179,57.6,47.5,34.8,31.4,0,0,53.3,44.2,53.2,34.9,72.9179,,,,2026,,,,3.37652,75.6,
"Tennessee Tech",98.1636,117.917,0.108278,7-14,7,21,47.4,52.7,33.6,33.4,19.3,15.9,29.6,32.4,67.5482,49.6,50.7,28.8,37.4,0,0,45,56,35.2,37.9,67.5482,,,,2026,,,,-11.085,73,
NJIT,97.4419,114.139,0.139573,9-12,9,21,45.7,50.8,34.3,39.3,18.2,15.5,25.8,32.9,68.2688,44.7,51.4,31.3,33.3,0,0,46.3,54.3,42.7,40.8,68.2688,,,,2026,,,,-8.01299,72.1,
"North Alabama",100.722,120.102,0.116741,6-12,6,18,47.7,54.7,37.6,32.7,16.5,14.1,30.4,34.1,65.6741,47.9,55.9,31.7,35.5,0,0,40.2,58.3,35.1,44.2,65.6741,,,,2026,,,,-8.92552,68.6,
"Alabama A&M",102.063,113.843,0.22164,11-9,11,20,48.1,52.6,42.6,37.5,17.3,16.9,27.2,28.8,65.327,48.1,52.8,32.1,34.9,0,0,44.8,57.4,34.7,38.9,65.327,,,,2026,,,,-6.094,73.6,
"Cal Baptist",108.143,103.475,0.624209,15-6,15,21,48.8,47.2,37.2,38.2,18.7,16.5,39.4,26.5,64.9893,49.4,47.9,31.6,30.6,0,0,41.3,45.8,31.2,33.3,64.9893,,,,2026,,,,-1.76155,72.2,
Dartmouth,106.735,111.908,0.367176,9-9,9,18,53.1,50.4,37.6,30.3,18.3,13.2,26.7,30.7,69.5973,48.4,52.9,38.7,31,0,0,53.4,46.1,48.3,39.3,69.5973,,,,2026,,,,-5.95131,70.4,
"La Salle",105.978,108.826,0.424353,7-14,7,21,46.4,54.1,38.4,29.3,19.3,16.7,34.4,32.6,64.3765,46.4,54.2,30.9,36,0,0,58.3,62,30.6,41.5,64.3765,,,,2026,,,,-8.15086,72,
Tulsa,124.616,109.857,0.809943,17-3,17,20,57.7,51.1,45,31.5,15.4,16.2,33.3,28.3,67.5654,54.8,49.8,41,35.3,0,0,55.1,51.2,44.4,41,67.5654,,,,2026,,,,0.484294,80,
"Incarnate Word",104.972,112.832,0.303569,9-12,9,21,48.8,53.1,33.6,44.7,16.6,17.3,31.7,33.2,66.1808,46.6,55.6,34.8,32.3,0,0,43.3,52.4,38.1,34.6,66.1808,,,,2026,,,,-7.87511,69,
"St. Thomas",112.787,107.609,0.631918,17-5,17,22,58.2,52.7,36.9,32.6,14.6,18.7,21.3,27.7,68.33,62.8,53,35.1,34.8,0,0,56.6,53.3,45.6,40.1,68.33,,,,2026,,,,-1.75635,71.2,
"Grand Canyon",108.612,95.5925,0.81281,13-7,13,20,49.4,46.8,38.4,37.9,18,17.7,32.7,26.4,67.4173,52.6,47.4,29.6,30.6,0,0,49.2,48.8,39.1,38.8,67.4173,,,,2026,,,,-0.757459,76.1,
"Michigan St.",119.2,91.5051,0.954379,19-2,19,21,54.4,45.8,36.8,28.7,18,16.3,39.5,21.4,65.2578,54.8,46.5,35.9,30.1,0,0,67.3,57.4,36.3,46.4,65.2578,,,,2026,,,,5.58508,73.9,
"Cal St. Fullerton",106.935,109.827,0.423877,10-12,10,22,50.8,55.5,39.7,36.3,15.4,19.8,25.7,30,73.2271,51.8,56.8,32.9,36.1,0,0,53.5,57.6,41.1,46.8,73.2271,,,,2026,,,,-6.91804,69.6,
"Southeastern Louisiana",98.8298,107.489,0.2757,6-15,6,21,45.4,51.3,42.8,45.8,18.8,20,28.1,30.9,65.7584,48.1,51,27.6,34.6,0,0,52.4,50.9,40.1,38.4,65.7584,,,,2026,,,,-10.6183,70.2,
"UC Riverside",103.322,113.777,0.248145,7-14,7,21,49.2,53.9,35.4,38.8,20.3,15.1,26.7,31.3,67.3892,49.9,54.6,32,34.9,0,0,48.8,50,36.6,33.1,67.3892,,,,2026,,,,-8.76452,73.3,
Clemson,117.117,94.7677,0.919461,17-4,17,21,53.5,46.2,37.4,35.5,14.6,17.5,30.3,24.8,64.5561,55.6,47.1,33.7,29.9,0,0,50.8,45.5,42.5,41.2,64.5561,,,,2026,,,,3.26561,72.6,
Colorado,117.735,108.93,0.709681,12-8,12,20,53.7,52.6,38.7,34.3,14,15.6,31,29.1,68.6147,53.6,50.8,36,37.1,0,0,55.1,48.6,33,36.3,68.6147,,,,2026,,,,-1.87623,77.2,
"Coastal Carolina",103.143,108.776,0.351693,13-9,13,22,47.7,46.4,32.9,37.9,14.8,12.5,25.3,27,67.6581,45.7,45.3,33.7,32.3,0,0,39.8,39.3,40.9,36,67.6581,,,,2026,,,,-5.54171,73.7,
"North Carolina A&T",104.899,116.287,0.234116,9-10,9,19,49.8,52,45.9,41,18.8,14,32.8,27.3,69.1083,51.1,50.2,31.7,36.7,0,0,47.1,60.8,34.6,37.8,69.1083,,,,2026,,,,-7.48647,73.3,
Washington,116.46,101.311,0.83238,11-9,11,20,50.2,49.2,34,32.3,15.1,15.2,34.8,28.5,67.0461,51.8,50.2,31.4,31.7,0,0,49.6,49.9,33.9,37.2,67.0461,,,,2026,,,,-0.729436,77.1,
"Colorado St.",120.186,111.348,0.70648,12-8,12,20,59.6,53.4,37.8,32.5,19,15.1,31.9,28.9,61.7997,57.2,55.6,41.5,33.8,0,0,61,48,49,46.2,61.7997,,,,2026,,,,-2.73455,76.8,
UMBC,106.166,114.274,0.300205,12-7,12,19,54.1,51.4,32.1,24.5,15.8,14.8,23.8,28,65.5266,54.5,51.3,35.7,34.3,0,0,48.1,42.5,38.6,33.3,65.5266,,,,2026,,,,-4.5743,73.1,
"Louisiana Monroe",97.0545,120.516,0.0765697,3-18,3,21,47.5,56.5,35.5,24.3,18.3,16.1,22.9,35.4,70.8376,45,58.3,34,36,0,0,52.1,60.6,42.3,42.7,70.8376,,,,2026,,,,-14.4013,70.8,
"The Citadel",99.483,121.008,0.0951373,6-15,6,21,48.7,56.8,31.7,35.8,18.1,13.5,28.3,31.6,63.8399,49.8,59.4,31.5,35.7,0,0,50.5,53.2,46.1,43.5,63.8399,,,,2026,,,,-12.0142,69,
Hofstra,115.972,111.371,0.614329,13-8,13,21,52.1,48.6,33.7,37.2,16.3,15.3,34.5,32.6,65.0166,48.2,45.8,38.3,34.9,0,0,49.3,56.3,42,41.6,65.0166,,,,2026,,,,-3.75394,76.9,
"UMass Lowell",101.451,115.665,0.181253,8-13,8,21,49.5,54.3,37.1,29.8,19.7,15.1,30.3,31.6,69.2441,49.5,54.3,33,36.1,0,0,46.8,48.6,32.3,35.7,69.2441,,,,2026,,,,-9.03088,64.6,
"South Alabama",104.542,109.17,0.377975,14-6,14,20,51.7,49.2,41,21,14.2,18.5,26.6,32.1,64.8487,53.2,52,32.6,31.8,0,0,43.2,70.7,33.9,63.7,64.8487,,,,2026,,,,-3.48494,66.7,
Butler,118.801,105.468,0.797218,13-8,13,21,53.2,49.9,44.3,23.7,16.3,15.7,36.2,31.1,69.3668,54,51.5,34.5,31.3,0,0,56.7,50.8,36.8,34.4,69.3668,,,,2026,,,,-0.0857928,70.2,
"SIU Edwardsville",99.5799,108.097,0.28013,13-8,13,21,48.3,45.8,33.2,36.2,17.5,17.3,31.9,33.4,63.6984,46.8,46.8,34.2,29.6,0,0,50.8,48.7,34.8,40.8,63.6984,,,,2026,,,,-6.21812,67.2,
"Northern Colorado",112.761,113.11,0.4911,11-10,11,21,55.4,51.9,26.9,39.7,16.9,12.8,29.4,25.1,67.714,57.2,54.4,35.3,31.5,0,0,54.8,38.5,42.8,34.6,67.714,,,,2026,,,,-6.27203,75.5,
Iowa,120.46,96.1754,0.930158,15-5,15,20,58,49.5,37.1,38,16.4,22.4,31.8,29.1,63.6119,59.4,51.8,37.3,30.5,0,0,59.5,48.6,40.7,37.1,63.6119,,,,2026,,,,1.97218,77.4,
"Florida A&M",99.1223,109.817,0.235355,8-10,8,18,49.1,52.4,36.1,41.4,22.2,19.2,28,33.1,67.1232,49.9,53.1,31.9,34,0,0,53.1,50.8,39.9,35.8,67.1232,,,,2026,,,,-6.25613,65.6,
TCU,113.73,99.2442,0.827321,13-7,13,20,52.6,49.2,36.9,32.3,15.8,20.3,32.8,29.7,67.4595,53.4,48.8,34.2,33.3,0,0,58.3,59.6,37.3,37,67.4595,,,,2026,,,,-0.0427608,72.1,
"Middle Tennessee",109.662,104.117,0.644902,11-8,11,19,51.1,48.9,28.2,37.4,17.4,15,29.6,30.3,64.5943,49.3,49.6,35.6,31.6,0,0,52.5,48,44.5,33.9,64.5943,,,,2026,,,,-3.32231,68.2,
Oregon,115.022,104.847,0.743653,8-12,8,20,49.9,50.8,37.1,32.2,18.3,16.4,35.1,32,65.6518,50.1,50.5,33.1,34.1,0,0,57.2,50.3,43.5,40.5,65.6518,,,,2026,,,,-3.8255,70.9,
Harvard,107.888,110.701,0.426539,10-9,10,19,54,52.6,24.4,29.3,17,17.8,27.2,29.8,63.1842,52.9,53.4,37.2,34.3,0,0,54.4,51.4,37.7,40.5,63.1842,,,,2026,,,,-5.80202,80.4,
Florida,123.662,95.4855,0.951368,14-6,14,20,51.7,47.3,41,35.7,16.9,15.2,43.9,23.3,69.4712,57.8,45.9,28.5,33.4,0,0,52,43.8,40.6,32.6,69.4712,,,,2026,,,,2.6586,70.1,
