date,game,market,selection,line,odds,edge,bet_size,to_win,stake,model_line,confidence,reason,closing_line,clv,result
2026-01-29,South Dakota vs Oral Roberts,Spread,Under 155.5,0.0,-110,1.0,15.0,15.0,16.5,,LOW,Prefilled from Full Slate,,,
